"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"4008"	"紙折機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4009"	"電話機 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4010"	"救助袋 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4011"	"経済的耐用年数 法定耐用年数 違い"	"null"	"20"	"0"	"0"	"1年以上前"
"4012"	"漁船 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4013"	"サンフロンuv 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4014"	"屋根 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4015"	"屋根 法定耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4016"	"風除室 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4017"	"馬 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4018"	"屋上シート防水 耐用年数"	"null"	"20"	"0"	"10"	"1年以上前"
"4019"	"スーパーラジカルシリコンgh 耐用年数"	"null"	"20"	"0.44"	"14"	"1年以上前"
"4020"	"ボイラー設備 耐用年数"	"32"	"20"	"0"	"0"	"1年以上前"
"4021"	"耐用年数表 番号"	"null"	"20"	"0"	"0"	"1年以内"
"4022"	"居住用 マンション 耐用年数"	"null"	"20"	"0"	"7"	"1年以上前"
"4023"	"脱毛器耐用年数"	"48"	"20"	"0"	"4"	"1年以上前"
"4024"	"業務用空調 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4025"	"不動産 耐用年数 減価償却"	"57"	"20"	"0"	"9"	"1年以上前"
"4026"	"プロジェクター 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4027"	"pvc 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4028"	"アルミ複合板 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4029"	"プラスチック容器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4030"	"電動シェーバー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4031"	"寝袋 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4032"	"足場法定耐用年数"	"25"	"20"	"0"	"0"	"1年以上前"
"4033"	"天井クレーン 減価償却 耐用年数"	"21"	"20"	"0"	"0"	"1年以上前"
"4034"	"内装工事 耐用年数 賃貸"	"22"	"20"	"0"	"0"	"1年以上前"
"4035"	"クレーン 耐用年数表"	"null"	"20"	"0"	"0"	"1年以上前"
"4036"	"夏タイヤ 耐用年数"	"null"	"20"	"0"	"10"	"1年以上前"
"4037"	"合成皮革 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4038"	"テント倉庫減価償却耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4039"	"船舶 耐用年数表"	"null"	"20"	"0"	"0"	"1年以上前"
"4040"	"チェーンブロック 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4041"	"給湯器 勘定科目 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4042"	"キャンピングカー 減価償却 耐用年数"	"24"	"20"	"0"	"1"	"1年以上前"
"4043"	"人工芝 法定耐用年数"	"27"	"20"	"0"	"0"	"1年以上前"
"4044"	"窯業サイディング 耐用年数"	"null"	"20"	"0"	"7"	"1年以上前"
"4045"	"産業用pc 耐用年数"	"29"	"20"	"0"	"0"	"1年以上前"
"4046"	"三菱 シーケンサ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4047"	"地盤改良 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4048"	"ウィッグ 耐用年数"	"null"	"20"	"0"	"9"	"1年以上前"
"4049"	"公園遊具 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4050"	"ベルブロック 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4051"	"uvプロテクトクリヤー4f 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4052"	"ファイアウォール 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4053"	"ライナールーフィング 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4054"	"マッサージ機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4055"	"エアシャワー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4056"	"網戸 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4057"	"コンセント 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4058"	"リチウム電池 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4059"	"ゲートバルブ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4060"	"玄米保冷庫 耐用年数 減価償却"	"29"	"20"	"0"	"0"	"1年以上前"
"4061"	"切断機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4062"	"カーポート ポリカ 耐用年数"	"null"	"20"	"0"	"6"	"1年以上前"
"4063"	"芝刈り機 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4064"	"ブラウンシェーバー 耐用年数"	"null"	"20"	"0"	"38"	"1年以上前"
"4065"	"水中ポンプ 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4066"	"塩ビ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4067"	"led照明 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4068"	"門扉 法定耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4069"	"テレビ増幅器 耐用年数"	"49"	"20"	"0"	"5"	"1年以上前"
"4070"	"スリング耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4071"	"ファイアウォール 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4072"	"農機具 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4073"	"鉄筋コンクリート造陸屋根 耐用年数"	"44"	"20"	"0"	"0"	"1年以上前"
"4074"	"給湯管 銅管 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4075"	"スキャナー 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4076"	"排気ダクト 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4077"	"オンライン資格確認 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4078"	"防火シャッター 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4079"	"農業用資産 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4080"	"賃貸 トイレ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4081"	"ワインセラー 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4082"	"賃貸退去 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4083"	"建物 耐用年数計算"	"78"	"20"	"0"	"4"	"1年以上前"
"4084"	"鏡 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4085"	"業務用厨房機器 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4086"	"地下タンク 電気防食 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4087"	"rc 経済耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4088"	"浴槽 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4089"	"三菱キャンター 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4090"	"法定耐用年数 軽自動車"	"null"	"20"	"0"	"0"	"1年以上前"
"4091"	"引き戸 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4092"	"償却資産申告書 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4093"	"圧着ソケット 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4094"	"アルコール検知器 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4095"	"中央監視装置 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4096"	"小屋 耐用年数"	"48"	"20"	"0"	"0"	"1年以上前"
"4097"	"受付カウンター 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4098"	"バキュームカー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4099"	"配膳車 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4100"	"アーケード 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4101"	"天井エアコン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4102"	"塩ビ配管 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4103"	"下水道 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4104"	"タブレット端末 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4105"	"福祉車両 耐用年数"	"29"	"20"	"0"	"0"	"1年以上前"
"4106"	"アスファルトルーフィング940 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4107"	"カーポート耐用年数短縮"	"null"	"20"	"0"	"0"	"1年以上前"
"4108"	"コンテナスロープ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4109"	"agv耐用年数"	"21"	"20"	"0"	"0"	"1年以上前"
"4110"	"リファシャワーヘッド 耐用年数"	"null"	"20"	"0"	"32"	"1年以上前"
"4111"	"セルフレジ 耐用年数"	"44"	"20"	"0"	"1"	"1年以上前"
"4112"	"インターホン 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4113"	"ポータブルトイレ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4114"	"減価償却 耐用年数 冷凍庫"	"null"	"20"	"0"	"0"	"半年以内"
"4115"	"bpsデンチャー 耐用年数"	"null"	"20"	"0"	"14"	"1年以上前"
"4116"	"ユンボ 中古 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4117"	"火力発電所 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4118"	"間知ブロック 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4119"	"ゲイトソリューション 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4120"	"cvt 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4121"	"エアーカーテン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4122"	"日産キャラバン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4123"	"ガラス工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4124"	"塗装 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4125"	"緩降機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4126"	"排水管 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4127"	"果樹棚耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4128"	"ポータブルバッテリー 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4129"	"礼金 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4130"	"オーニング 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4131"	"敷鉄板 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4132"	"ウォシュレット の 耐用 年数"	"null"	"20"	"0.44"	"11"	"1年以内"
"4133"	"バックホウ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4134"	"セキュリティゲート 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4135"	"衣装 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4136"	"鉄骨 耐用年数 建物"	"null"	"20"	"0"	"7"	"1年以上前"
"4137"	"飲食店業用設備 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4138"	"飲食店冷蔵庫 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4139"	"led照明器具 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4140"	"コンテナハウス耐用年数減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4141"	"人工芝 耐用年数 10年"	"null"	"20"	"0.88"	"66"	"1年以上前"
"4142"	"ヒートポンプ 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4143"	"フランスベッド 耐用年数"	"null"	"20"	"8.42"	"19"	"1年以上前"
"4144"	"油圧ホース 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4145"	"賃貸 洗面台 耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4146"	"吸排気弁 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4147"	"電動オーニング 耐用年数"	"null"	"20"	"0"	"18"	"1年以上前"
"4148"	"高圧コンデンサ耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4149"	"珈琲焙煎機 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4150"	"プロジェクター 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4151"	"シートシャッター 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4152"	"太陽光発電機 耐用年数"	"25"	"20"	"1.89"	"25"	"1年以上前"
"4153"	"すだれ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4154"	"建物 鉄筋コンクリート 耐用年数"	"45"	"20"	"0"	"4"	"1年以上前"
"4155"	"洗濯機 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4156"	"3dスキャナ 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4157"	"トタン 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4158"	"給水ユニット 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4159"	"暗渠 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4160"	"滅菌器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4161"	"ゴミステーション 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4162"	"いすゞエルフ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4163"	"排水工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4164"	"戸建住宅 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4165"	"大型土のう 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4166"	"法定耐用年数 計算"	"null"	"20"	"0"	"2"	"1年以上前"
"4167"	"非常放送設備 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4168"	"ダイキン 業務用エアコン 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4169"	"鉄骨造 経済耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4170"	"魔法瓶 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4171"	"中古耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4172"	"蓄電池システム 耐用年数"	"null"	"20"	"3.37"	"26"	"1年以上前"
"4173"	"小型除雪機 耐用年数 国税庁"	"44"	"20"	"0"	"0"	"1年以上前"
"4174"	"アーロンチェア 耐用年数"	"34"	"20"	"0"	"10"	"1年以上前"
"4175"	"鉄骨造鉄筋コンクリート造耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4176"	"テンピュール 耐用年数"	"null"	"20"	"0.76"	"18"	"1年以上前"
"4177"	"omソーラー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4178"	"デュフロン 4f ルーフ 耐用年数"	"null"	"20"	"0"	"0"	"過去30日"
"4179"	"全自動洗濯機 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4180"	"ifrs 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4181"	"農業用 井戸 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4182"	"軽トラ耐用年数中古"	"null"	"20"	"0"	"1"	"1年以上前"
"4183"	"バックホー 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4184"	"耐用年数 定率法"	"null"	"20"	"0"	"0"	"1年以上前"
"4185"	"耐用年数の短縮の承認申請書カーポート"	"null"	"20"	"0"	"0"	"1年以上前"
"4186"	"耐用年数の変更 見積りの変更"	"null"	"20"	"0"	"0"	"1年以内"
"4187"	"グレーチング 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4188"	"システムキッチン 耐用年数 15年"	"null"	"20"	"0"	"0"	"1年以上前"
"4189"	"耐用年数 1.5倍"	"null"	"20"	"0"	"0"	"1年以上前"
"4190"	"耐用年数22年 償却率"	"null"	"20"	"0"	"0"	"1年以上前"
"4191"	"耐用年数 別表2"	"null"	"20"	"0"	"0"	"1年以上前"
"4192"	"側溝工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4193"	"風呂釜 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4194"	"エバーアートボード 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4195"	"農林業用減価償却資産の耐用年数表"	"null"	"20"	"0"	"0"	"1年以上前"
"4196"	"建物 経済的耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4197"	"シンク 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4198"	"中古物件 耐用年数計算"	"null"	"20"	"0"	"0"	"1年以上前"
"4199"	"ケミカルアンカー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4200"	"賃貸 網戸 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4201"	"衣装代 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4202"	"液体窒素容器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4203"	"非常用電源 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4204"	"自立看板 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4205"	"サビシャット 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4206"	"喫煙ブース 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4207"	"ザバーン136g 耐用年数"	"null"	"20"	"0"	"29"	"1年以上前"
"4208"	"リース 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4209"	"受信機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4210"	"パナホーム耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4211"	"体組成計 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4212"	"自転車置き場 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4213"	"外壁材 耐用年数"	"null"	"20"	"0"	"9"	"1年以上前"
"4214"	"プリーズコート 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4215"	"窓用エアコン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4216"	"バーコードリーダー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4217"	"減価償却 耐用年数終わったら"	"null"	"20"	"0"	"0"	"1年以上前"
"4218"	"キャビネット 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4219"	"昇降機 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4220"	"乗用モア 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4221"	"fortigate 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4222"	"エプトシーラー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4223"	"オフセット印刷機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4224"	"灯油ボイラー 耐用年数"	"null"	"20"	"0.86"	"11"	"1年以上前"
"4225"	"医療器具 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4226"	"アレスクール 耐用年数"	"null"	"20"	"0"	"13"	"1年以上前"
"4227"	"ビルトインガスコンロ 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4228"	"塗装ブース 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4229"	"カルプ文字看板 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4230"	"ガラスコーティング 耐用年数"	"29"	"20"	"0"	"6"	"1年以上前"
"4231"	"退去費用 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4232"	"セキュリティシステム 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4233"	"中古パソコン 耐用年数"	"32"	"20"	"0"	"0"	"1年以上前"
"4234"	"パナソニック 防犯カメラ 耐用年数"	"32"	"20"	"0"	"4"	"1年以上前"
"4235"	"低温貯蔵庫 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4236"	"icカード 耐用年数"	"27"	"20"	"0"	"0"	"1年以上前"
"4237"	"金型 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4238"	"キュービクル 耐用年数 勘定科目"	"26"	"20"	"0"	"0"	"1年以上前"
"4239"	"中古車両 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4240"	"洗車機 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4241"	"法面工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4242"	"エアハンドリングユニット 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4243"	"墓石 耐用年数"	"23"	"20"	"0"	"0"	"1年以上前"
"4244"	"エステ機器耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4245"	"ステンレス受水槽 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4246"	"耐用年数 いつから"	"null"	"20"	"0"	"0"	"1年以上前"
"4247"	"耐用年数レポート"	"null"	"20"	"0"	"0"	"1年以内"
"4248"	"減価償却 耐用年数 バイク"	"null"	"20"	"0"	"0"	"1年以上前"
"4249"	"pen食器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4250"	"補装具 耐用年数 小児"	"null"	"20"	"0"	"0"	"1年以上前"
"4251"	"耐用年数 看板"	"null"	"20"	"0"	"0"	"1年以上前"
"4252"	"適化法耐用年数 国土交通省"	"null"	"20"	"0"	"0"	"1年以内"
"4253"	"耐用年数表 ソフトウェア"	"null"	"20"	"0"	"0"	"1年以上前"
"4254"	"ビル 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4255"	"造作譲渡 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4256"	"エレベーター 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4257"	"袋詰め玉石 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4258"	"屋根葺き替え 耐用年数"	"30"	"20"	"3.45"	"8"	"1年以上前"
"4259"	"釣銭機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4260"	"アルコール検知器 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4261"	"備品 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4262"	"ハンドドライヤー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4263"	"居住用建物 耐用年数"	"null"	"20"	"0.49"	"4"	"1年以上前"
"4264"	"耐用年数 中古資産"	"null"	"20"	"0"	"0"	"半年以内"
"4265"	"冷蔵庫 固定資産 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4266"	"webカメラ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4267"	"長靴 耐用年数"	"21"	"20"	"0"	"0"	"1年以上前"
"4268"	"ウッドデッキ 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4269"	"間仕切り 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4270"	"電源コード 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4271"	"給水加圧ポンプ 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4272"	"高密度ポリエチレン管 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4273"	"重量シャッター 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4274"	"樹木 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4275"	"模型 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4276"	"リレー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4277"	"電動ドリル 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4278"	"ルーフスターsi 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4279"	"パネル 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4280"	"竹垣 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4281"	"電気錠 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4282"	"ソーラーパネル 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4283"	"泡消火設備 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4284"	"賃貸アパート 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4285"	"下水道 施設 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4286"	"電気製品 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4287"	"標準耐用年数とは"	"null"	"20"	"0"	"0"	"1年以上前"
"4288"	"芝刈り機 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4289"	"消防車両 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4290"	"iss 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4291"	"デジタル印刷機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4292"	"軽量鉄骨倉庫 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4293"	"床暖 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4294"	"ベビーベッド耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4295"	"中古ユンボ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4296"	"無形資産 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4297"	"ボート 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4298"	"キッチンシンク 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4299"	"柵 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4300"	"スキャナ 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4301"	"二酸化炭素消火器 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4302"	"屋根の葺き替え 耐用年数"	"null"	"20"	"6.24"	"27"	"1年以内"
"4303"	"洗面ボウル 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4304"	"樹脂サッシ 耐用年数"	"30"	"20"	"0"	"2"	"1年以上前"
"4305"	"pas 法定耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4306"	"耐用年数 過ぎた物件"	"null"	"20"	"0"	"0"	"1年以上前"
"4307"	"ev充電設備 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4308"	"官庁営繕 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4309"	"軽トラ 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4310"	"コンクリート基礎 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4311"	"樹脂管 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4312"	"配線 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4313"	"防舷材 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4314"	"三脚 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4315"	"タッチパネル 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4316"	"床 耐用年数 賃貸"	"null"	"20"	"0"	"0"	"1年以上前"
"4317"	"軽量鉄骨 木造 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
