"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"964"	"取替 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"965"	"トイレ交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"966"	"防水塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"967"	"簿外資産 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"968"	"車両 費 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"969"	"調査 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"970"	"資本的支出 減価償却 特例"	"null"	"0"	"0"	"0"	"1年以上前"
"971"	"資本的支出 不動産投資"	"null"	"0"	"0"	"0"	"1年以上前"
"972"	"資本的支出 修繕費 税務"	"null"	"0"	"0"	"0"	"1年以上前"
"973"	"車両 資本的支出 償却資産税"	"null"	"0"	"0"	"0"	"1年以上前"
"974"	"車 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"975"	"資本的支出 積立金"	"null"	"0"	"0"	"0"	"1年以上前"
"976"	"資本的支出 リース期間"	"null"	"0"	"0"	"0"	"1年以上前"
"977"	"修繕費 資本的支出 10"	"null"	"0"	"0"	"0"	"1年以上前"
"978"	"資本的支出 改良"	"null"	"0"	"0"	"0"	"半年以内"
"979"	"資本的支出 相続財産"	"null"	"0"	"0"	"0"	"半年以内"
"980"	"窓ガラス 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"981"	"ソフトウエア バージョンアップ 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"982"	"簿記 資本的支出 とは"	"null"	"0"	"0"	"0"	"半年以内"
"983"	"資本的支出 修繕費 20万円未満"	"null"	"0"	"0"	"0"	"1年以上前"
"984"	"中古資産 資本的支出 50"	"null"	"0"	"0"	"0"	"1年以上前"
"985"	"エレベーター 部品交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"986"	"資本的支出 基本通達"	"null"	"0"	"0"	"0"	"1年以上前"
"987"	"水銀灯 led 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"988"	"資本的支出 設備投資"	"null"	"0"	"0"	"0"	"1年以上前"
"989"	"資本的支出 相続税評価額"	"null"	"0"	"0"	"0"	"1年以上前"
"990"	"資本的支出 チャート"	"null"	"0"	"0"	"0"	"1年以上前"
"991"	"資本的支出 通常の維持管理"	"null"	"0"	"0"	"0"	"1年以上前"
"992"	"内装工事 資本的支出 耐用年数"	"33"	"0"	"0"	"0"	"1年以上前"
"993"	"誘導灯 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"994"	"トイレ 洋式化 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"995"	"資本的支出 流用"	"null"	"0"	"0"	"0"	"1年以上前"
"996"	"エレベーター ロープ交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"997"	"修繕費 資本的支出 どちらが得"	"null"	"0"	"0"	"0"	"1年以上前"
"998"	"資本的支出 簿価"	"null"	"0"	"0"	"0"	"1年以上前"
"999"	"資本的支出 耐用年数法人税"	"null"	"0"	"0"	"0"	"1年以上前"
"1000"	"収益的支出 資本的支出 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"1001"	"パワコン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"1002"	"看板 デザイン変更 資本的支出"	"29"	"0"	"0"	"0"	"1年以上前"
"1003"	"壁紙 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1004"	"資本的支出 pl"	"null"	"0"	"0"	"0"	"1年以上前"
"1005"	"間取り変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1006"	"法人税法 132条 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1007"	"資本的支出 ifrs"	"null"	"0"	"0"	"0"	"1年以上前"
"1008"	"インバータ交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1009"	"資本的支出 日本語"	"null"	"0"	"0"	"0"	"1年以上前"
"1010"	"浚渫工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1011"	"資本的支出 3年以内"	"null"	"0"	"0"	"0"	"1年以上前"
"1012"	"クロス張替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1013"	"窓 交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1014"	"車 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1015"	"葺き替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1016"	"電帳法対応 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1017"	"資本的支出 水道"	"null"	"0"	"0"	"0"	"1年以上前"
"1018"	"インボイス対応 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1019"	"建物 資本的支出 少額減価償却資産"	"null"	"0"	"0"	"0"	"1年以上前"
"1020"	"費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1021"	"屋根 防水 資本的支出"	"30"	"0"	"0"	"0"	"1年以上前"
"1022"	"設備の更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1023"	"取替工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1024"	"蛍光灯からled 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1025"	"資本的支出 内容"	"null"	"0"	"0"	"0"	"1年以上前"
"1026"	"資本的支出 修繕費 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"1027"	"資本的支出 覚え方"	"null"	"0"	"0"	"0"	"1年以上前"
"1028"	"資本的支出 内訳"	"null"	"0"	"0"	"0"	"1年以上前"
"1029"	"資本的支出 損金算入"	"null"	"0"	"0"	"0"	"1年以上前"
"1030"	"トイレの改装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1031"	"車の修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1032"	"資本的支出 計上"	"null"	"0"	"0"	"0"	"1年以上前"
"1033"	"中古資産の耐用年数 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1034"	"資本的支出 補助金"	"null"	"0"	"0"	"0"	"1年以上前"
"1035"	"資本的支出 前期末における取得価額とは"	"null"	"0"	"0"	"0"	"1年以上前"
"1036"	"資本的支出 有形固定資産"	"null"	"0"	"0"	"0"	"1年以上前"
"1037"	"会計基準 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1038"	"直接還元法 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1039"	"自動車 エンジン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1040"	"20万以下 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1041"	"修理代 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1042"	"セグメント 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1043"	"機械 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1044"	"地盤沈下 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1045"	"耐用年数経過後 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以内"
"1046"	"中古アパート 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以内"
"1047"	"畳からフローリング 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1048"	"資本的支出 トイレ 便器"	"null"	"0"	"0"	"0"	"1年以上前"
"1049"	"資本的支出 固定資産登録"	"null"	"0"	"0"	"0"	"1年以上前"
"1050"	"エレベーター リニューアル 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1051"	"電動フォークリフト バッテリー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1052"	"カバー工法 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1053"	"資本的支出 オーバーホール"	"null"	"0"	"0"	"0"	"1年以上前"
"1054"	"資本的支出 内装工事"	"33"	"0"	"0"	"0"	"1年以上前"
"1055"	"資本的支出 不動産"	"null"	"0"	"0"	"0"	"1年以上前"
"1056"	"マンション リフォーム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1057"	"資本的支出 無形固定資産"	"null"	"0"	"0"	"0"	"1年以上前"
"1058"	"資本的支出 レイアウト変更"	"null"	"0"	"0"	"0"	"1年以上前"
"1059"	"資本的支出 耐用年数 例"	"null"	"0"	"0"	"0"	"1年以上前"
"1060"	"図面 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1061"	"図面作成 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1062"	"資本的支出 別資産"	"null"	"0"	"0"	"0"	"1年以上前"
"1063"	"公会計 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1064"	"データ移行 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1065"	"居住用建物 仕入税額控除 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1066"	"修繕費 資本的支出 通達"	"null"	"0"	"0"	"0"	"半年以内"
"1067"	"資本的支出 個人"	"null"	"0"	"0"	"0"	"1年以上前"
"1068"	"自動ドア 取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1069"	"床張替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1070"	"修繕引当金 資本的支出"	"null"	"0"	"0"	"0"	"過去30日"
"1071"	"防水工事 資本的支出 勘定科目"	"28"	"0"	"0"	"0"	"1年以上前"
"1072"	"スノータイヤ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1073"	"二重サッシ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1074"	"基本財産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1075"	"災害 修繕費 資本的支出"	"31"	"0"	"0"	"0"	"1年以上前"
"1076"	"建物 資本的支出 減価償却方法"	"null"	"0"	"0"	"0"	"1年以上前"
"1077"	"リース資産 資本的支出 再リース"	"null"	"0"	"0"	"0"	"1年以上前"
"1078"	"建物 外壁塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1079"	"資本的支出修繕費 7 3基準"	"null"	"0"	"0"	"0"	"1年以上前"
"1080"	"間仕切り工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1081"	"道路補修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1082"	"資本的支出 本体"	"null"	"0"	"0"	"0"	"1年以上前"
"1083"	"led更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1084"	"中古建物 耐用年数 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1085"	"ライニング 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1086"	"簿記 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1087"	"ledへの交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1088"	"改装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1089"	"資本的支出 差額"	"null"	"0"	"0"	"0"	"1年以上前"
"1090"	"資本的支出 減損"	"null"	"0"	"0"	"0"	"1年以上前"
"1091"	"費目 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1092"	"資本的支出 テナント"	"null"	"0"	"0"	"0"	"1年以上前"
"1093"	"led 更新 工事 資本 的 支出"	"null"	"0"	"0"	"0"	"過去90日"
"1094"	"カーナビ 後付け 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1095"	"他人所有 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1096"	"投資促進税制 資本的支出"	"27"	"0"	"0"	"0"	"1年以上前"
"1097"	"マンション 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1098"	"老朽取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1099"	"システム移行 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1100"	"資本的支出 建物附属設備"	"null"	"0"	"0"	"0"	"1年以上前"
"1101"	"学校法人 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1102"	"少額減価償却資産の特例 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1103"	"災害復旧 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1104"	"修理 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"半年以内"
"1105"	"ホームページ改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1106"	"ユニットバス交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1107"	"資本的支出 備品"	"null"	"0"	"0"	"0"	"1年以上前"
"1108"	"資本 的 支出 反対"	"null"	"0"	"0"	"0"	"1年以上前"
"1109"	"アスベスト調査費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1110"	"資本的支出 10万"	"null"	"0"	"0"	"0"	"1年以上前"
"1111"	"資本的支出 20万円以上"	"null"	"0"	"0"	"0"	"1年以上前"
"1112"	"ソフトウェア 設定変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1113"	"資本的支出 賃貸物件"	"null"	"0"	"0"	"0"	"1年以上前"
"1114"	"資本的支出 仕入税額控除"	"null"	"0"	"0"	"0"	"1年以上前"
"1115"	"資本的支出 定額法"	"null"	"0"	"0"	"0"	"1年以上前"
"1116"	"資本的支出 輸送費"	"null"	"0"	"0"	"0"	"1年以上前"
"1117"	"資本的支出 財務諸表"	"null"	"0"	"0"	"0"	"1年以上前"
"1118"	"造作 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1119"	"断熱材 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1120"	"資本的支出 修繕費 税金"	"null"	"0"	"0"	"0"	"1年以上前"
"1121"	"クラウド 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1122"	"船舶 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1123"	"資本的支出 15万円"	"null"	"0"	"0"	"0"	"1年以上前"
"1124"	"復旧工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1125"	"資本的支出 判定 チャート"	"null"	"0"	"0"	"0"	"1年以上前"
"1126"	"資本的支出 仕訳 科目"	"null"	"0"	"0"	"0"	"1年以上前"
"1127"	"資本的支出 用途変更とは"	"null"	"0"	"0"	"0"	"1年以上前"
"1128"	"防水加工 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1129"	"中小企業経営強化税制 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"1130"	"20万円以下 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"1131"	"確定申告 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"過去30日"
"1132"	"国税 資本的支出 フローチャート"	"null"	"0"	"0"	"0"	"過去30日"
"1133"	"賃貸物件 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1134"	"修繕費 資本的支出 会計"	"null"	"0"	"0"	"0"	"1年以上前"
"1135"	"資本的支出 132条"	"null"	"0"	"0"	"0"	"1年以上前"
"1136"	"資本的支出 freee"	"null"	"0"	"0"	"0"	"1年以上前"
"1137"	"床塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1138"	"修繕 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1139"	"資本的支出 耐用年数 50"	"null"	"0"	"0"	"0"	"1年以上前"
"1140"	"中古資産 資本的支出 再取得価額"	"null"	"0"	"0"	"0"	"1年以上前"
"1141"	"国税庁 中古資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1142"	"資本的支出 例題"	"null"	"0"	"0"	"0"	"1年以上前"
"1143"	"修繕費と資本的支出 防水工事"	"27"	"0"	"0"	"0"	"1年以上前"
"1144"	"資本的支出 収益的支出なぜ"	"null"	"0"	"0"	"0"	"1年以上前"
"1145"	"機械 移設 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"1146"	"機械装置 部品交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1147"	"賃貸 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1148"	"資本的支出 20万円未満 消費税"	"null"	"0"	"0"	"0"	"1年以上前"
"1149"	"不動産 資本的支出とは"	"null"	"0"	"0"	"0"	"1年以上前"
"1150"	"再塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1151"	"固定資産 資本的支出 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"1152"	"資本的支出 法令55"	"null"	"0"	"0"	"0"	"1年以上前"
"1153"	"資本的支出 目的"	"null"	"0"	"0"	"0"	"1年以上前"
"1154"	"修繕費と資本的支出 トイレ"	"null"	"0"	"0"	"0"	"1年以上前"
"1155"	"間仕切り 移設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1156"	"資本的支出 30万円"	"null"	"0"	"0"	"0"	"1年以上前"
"1157"	"屋根 張替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1158"	"耐震補強 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1159"	"修繕費 資本的支出 定義"	"null"	"0"	"0"	"0"	"1年以上前"
"1160"	"修繕費 資本的支出 会計処理"	"null"	"0"	"0"	"0"	"1年以上前"
"1161"	"資本的支出 分割"	"null"	"0"	"0"	"0"	"1年以上前"
"1162"	"照明器具 取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1163"	"os更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1164"	"資本的支出 繰延資産"	"null"	"0"	"0"	"0"	"1年以上前"
"1165"	"車 塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1166"	"資本的支出 判断基準"	"null"	"0"	"0"	"0"	"1年以上前"
"1167"	"資本的支出 耐用年数 変更"	"null"	"0"	"0"	"0"	"1年以上前"
"1168"	"led 変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1169"	"資本的支出 読み方"	"null"	"0"	"0"	"0"	"1年以上前"
"1170"	"資本的支出 割合"	"null"	"0"	"0"	"0"	"1年以上前"
"1171"	"ガラスフィルム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1172"	"資本的支出 グルーピング"	"null"	"0"	"0"	"0"	"1年以上前"
"1173"	"資本的支出 残存価額"	"null"	"0"	"0"	"0"	"1年以上前"
"1174"	"資本的支出 簿記論"	"null"	"0"	"0"	"0"	"1年以上前"
"1175"	"資本的支出 修繕費 金額"	"null"	"0"	"0"	"0"	"1年以上前"
"1176"	"資本的支出 3年"	"null"	"0"	"0"	"0"	"半年以内"
"1177"	"資本的支出 中古"	"null"	"0"	"0"	"0"	"半年以内"
"1178"	"資本的支出 予備費"	"null"	"0"	"0"	"0"	"半年以内"
"1179"	"マンション 修繕 資本 的 支出"	"null"	"0"	"0"	"0"	"半年以内"
"1180"	"リース資産 資本的支出 償却資産税"	"null"	"0"	"0"	"0"	"1年以上前"
"1181"	"トイレ 和式 洋式 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1182"	"屋根塗装工事 資本的支出"	"29"	"0"	"0"	"0"	"1年以上前"
"1183"	"追加工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1184"	"ユニットバス 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1185"	"ライニング工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1186"	"ソフトウェア 改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1187"	"資本的支出 70"	"null"	"0"	"0"	"0"	"1年以上前"
"1188"	"資本的支出 売却"	"null"	"0"	"0"	"0"	"1年以内"
"1189"	"エレベーター 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1190"	"償却済資産 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1191"	"資本的支出 応接セット"	"null"	"0"	"0"	"0"	"1年以上前"
"1192"	"資本的支出 減価償却 費用"	"null"	"0"	"0"	"0"	"1年以上前"
"1193"	"塗装 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1194"	"メーター交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1195"	"資本的支出 減価償却 残存価額"	"null"	"0"	"0"	"0"	"1年以内"
"1196"	"車コーティング 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1197"	"capex 資本 的 支出"	"null"	"0"	"0"	"0"	"過去90日"
"1198"	"資本的支出 費目"	"null"	"0"	"0"	"0"	"1年以上前"
"1199"	"資本的支出 性能"	"null"	"0"	"0"	"0"	"1年以上前"
"1200"	"資本的支出 工事費"	"null"	"0"	"0"	"0"	"1年以上前"
"1201"	"資本的支出 無形"	"null"	"0"	"0"	"0"	"1年以上前"
"1202"	"大規模修繕工事 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"1203"	"機械装置 移設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1204"	"蓄電池 交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"1205"	"内装リフォーム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1206"	"資本的支出 説明"	"null"	"0"	"0"	"0"	"1年以上前"
"1207"	"錆止め塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1208"	"中古資産 取得後 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1209"	"資本的支出 英語 会計"	"null"	"0"	"0"	"0"	"1年以上前"
"1210"	"資本的支出 マンション"	"null"	"0"	"0"	"0"	"1年以上前"
"1211"	"修繕 資本的支出 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"1212"	"設計費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1213"	"予備品 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1214"	"ドア取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1215"	"デザイン変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1216"	"20万円未満の資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1217"	"土壌改良 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1218"	"基板交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1219"	"車両 コーティング 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"1220"	"資本的支出 仕訳 リフォーム"	"null"	"0"	"0"	"0"	"1年以上前"
"1221"	"トイレ改修 和式から洋式 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1222"	"修繕費 資本的支出 災害"	"null"	"0"	"0"	"0"	"1年以上前"
"1223"	"耐用年数の延長 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1224"	"資本的支出 改造"	"null"	"0"	"0"	"0"	"1年以上前"
"1225"	"資本的支出 電源工事"	"null"	"0"	"0"	"0"	"1年以上前"
"1226"	"資本的支出 電気設備"	"null"	"0"	"0"	"0"	"1年以上前"
"1227"	"資本的支出 20万未満"	"null"	"0"	"0"	"0"	"1年以上前"
"1228"	"資本的支出 30万未満"	"null"	"0"	"0"	"0"	"1年以上前"
"1229"	"屋根の塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1230"	"畳 フローリング 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"1231"	"資本的支出 エアコン"	"null"	"0"	"0"	"0"	"1年以上前"
"1232"	"資本的支出 金額基準"	"null"	"0"	"0"	"0"	"1年以上前"
"1233"	"資本的支出 旧定率法"	"null"	"0"	"0"	"0"	"1年以上前"
"1234"	"資本的支出 相続税"	"null"	"0"	"0"	"0"	"1年以上前"
"1235"	"資本的支出 法人税法"	"null"	"0"	"0"	"0"	"1年以上前"
"1236"	"リノベーション 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1237"	"配管 ルート変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1238"	"資本的支出 増設"	"null"	"0"	"0"	"0"	"1年以上前"
"1239"	"修繕費 資本的支出 簿記"	"null"	"0"	"0"	"0"	"1年以上前"
"1240"	"資本的支出 少額減価償却資産 タイヤ"	"null"	"0"	"0"	"0"	"1年以上前"
"1241"	"資本的支出 4条予算"	"null"	"0"	"0"	"0"	"半年以内"
"1242"	"資本的支出 経理処理"	"null"	"0"	"0"	"0"	"半年以内"
"1243"	"資本的支出 追加工事"	"null"	"0"	"0"	"0"	"半年以内"
"1244"	"資本的支出 費用計上"	"null"	"0"	"0"	"0"	"半年以内"
"1245"	"資本的支出 必要経費"	"null"	"0"	"0"	"0"	"半年以内"
"1246"	"資本的支出 割合区分とは"	"null"	"0"	"0"	"0"	"半年以内"
"1247"	"資本的支出 除却法"	"null"	"0"	"0"	"0"	"半年以内"
"1248"	"増設工事 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1249"	"電気工事 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"1250"	"修繕費資本的支出 20万円"	"null"	"0"	"0"	"0"	"1年以上前"
"1251"	"資本的支出 屋根"	"null"	"0"	"0"	"0"	"1年以上前"
"1252"	"外装工事 資本的支出"	"23"	"0"	"0"	"0"	"1年以上前"
"1253"	"補修工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1254"	"雨漏り工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1255"	"償却資産 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1256"	"中古資産 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1257"	"資本的支出 サーバー"	"null"	"0"	"0"	"0"	"1年以上前"
"1258"	"資本的支出 どこまで"	"null"	"0"	"0"	"0"	"1年以上前"
"1259"	"資本的支出 工事"	"null"	"0"	"0"	"0"	"1年以上前"
"1260"	"耐震診断 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1261"	"資本的支出 アップグレード"	"null"	"0"	"0"	"0"	"1年以上前"
"1262"	"タイルカーペット 張替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1263"	"資本的支出 部品"	"null"	"0"	"0"	"0"	"1年以上前"
"1264"	"資本的支出 床張替え"	"null"	"0"	"0"	"0"	"1年以上前"
"1265"	"修繕費 資本的支出 問題"	"null"	"0"	"0"	"0"	"1年以上前"
"1266"	"スケルトン工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1267"	"原状回復費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1268"	"led化 資本的支出 国税庁"	"null"	"0"	"0"	"0"	"1年以内"
"1269"	"中古 車両 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以内"
"1270"	"資産別 修繕費・資本的支出等の税務"	"null"	"0"	"0"	"0"	"1年以上前"
"1271"	"クラウドサービス 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1272"	"資本的支出 手すり"	"null"	"0"	"0"	"0"	"1年以上前"
"1273"	"配管延長 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1274"	"取替工事 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1275"	"耐震改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1276"	"資本的支出 10 基準"	"null"	"0"	"0"	"0"	"1年以上前"
"1277"	"資本的支出 当初耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1278"	"耐震調査 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1279"	"自動ドア 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1280"	"led交換工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1281"	"改修工事 資本的支出 修繕費"	"null"	"0"	"0"	"0"	"1年以上前"
"1282"	"修繕費 資本的支出 法人税"	"null"	"0"	"0"	"0"	"1年以内"
